Year,Xpath,Type,Description,Line,MinOccur,MaxOccur
2013,/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/OtherCompensationAmt,USAmountType,Other compensation,Part VII Section A Line 1a F,0,
2013,/Return/ReturnData/IRS990/NoListedPersonsCompensatedInd,CheckboxType,No listed persons compensated,Part VII Section A,0,
2013,/Return/ReturnData/IRS990/PYTotalExpensesAmt,USAmountType,Total Expenses - prior year,Part I Line 18,0,
2013,/Return/ReturnData/IRS990/OtherAssetsTotalGrp/EOYAmt,USAmountType,Ending of year,Part X Column (B),0,
2013,/Return/ReturnData/IRS990/RcvFndsToPayPrsnlBnftCntrctInd,BooleanType,Funds to pay premiums?,Part V Line 7e,0,
2013,/Return/ReturnData/IRS990/RelatedOrganizationCtrlEntInd,BooleanType,Related organization a controlled entity?,Part IV Line 35a,1,
2013,/Return/ReturnData/IRS990/ReportLandBuildingEquipmentInd,BooleanType,"Balance sheet land, buildings, equipment amounts reported?",Part IV Line 11a,1,
2013,/Return/ReturnData/IRS990/NoncashContributionsAmt,USAmountType,Noncash contributions,Part VIII Line 1g,0,
2013,/Return/ReturnData/IRS990/TempOrPermanentEndowmentsInd,BooleanType,Term or permanent endowments?,Part IV Line 10,1,
2013,/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/AverageHoursPerWeekRt,xsd:decimal,Average hours per week,Part VII Section A Line 1a B,0,
2013,/Return/ReturnData/IRS990/GroupReturnForAffiliatesInd,BooleanType,Group return for affiliates?,H(a),1,
2013,/Return/ReturnData/IRS990/ProgSrvcAccomActyOtherGrp/ExpenseAmt,USAmountType,Expense,Part III,0,
2013,/Return/ReturnData/IRS990/FeesForServicesOtherGrp,Form990PartIXGroup2Type,Fees for services (non-employees): Other,Part IX Line 11g,0,
2013,/Return/ReturnData/IRS990/TaxExemptInterestAmt,USAmountType,Amount of tax exempt interest,Part V Line 12b,0,
2013,/Return/ReturnData/IRS990/TransactionWithControlEntInd,BooleanType,Payment from or engage in transaction with a controlled entity?,Part IV Line 35b,0,
2013,/Return/ReturnData/IRS990/BooksInCareOfDetail/BusinessName,BusinessNameType,Name - Business,Part VI Section C Line 20,,
2013,/Return/ReturnData/IRS990/DisregardedEntityInd,BooleanType,Disregarded entity?,Part IV Line 33,1,
2013,/Return/ReturnData/IRS990/GrantsToDomesticOrgsGrp,Form990PartIXGroup1Type,"Grants to governments and organizations in the U.S. Complete Parts I and III of Schedule I if total exceeds $5,000",Part IX Line 1,0,
2013,/Return/ReturnData/IRS990/FederatedCampaignsAmt,USAmountType,Federated campaigns,Part VIII Line 1a,0,
2013,/Return/ReturnData/IRS990/DescribedInSection501c3Ind,BooleanType,Described in 501(c)(3)?,Part IV Line 1,1,
2013,/Return/ReturnData/IRS990/NetIncomeOrLossGrp,Form990PartVIIIGroup3Type,Net income or loss from sales of inventory,Part VIII Line 10c,0,
2013,/Return/ReturnData/IRS990/FundraisingAmt,USAmountType,Fundraising events,Part VIII Line 1c,0,
2013,/Return/ReturnData/IRS990/PYInvestmentIncomeAmt,USAmountType,Investment income - prior year,Part I Line 10,0,
2013,/Return/ReturnData/IRS990/AccountsReceivableGrp/BOYAmt,USAmountType,Beginnning of year,Part X Column (A),0,
2013,/Return/ReturnData/IRS990/OrgFiledInLieuOfForm1041Ind,BooleanType,Filed lieu 1041?,Part V Line 12a,0,
2013,/Return/ReturnData/IRS990/ForeignActivitiesInd,BooleanType,"Foreign activities, etc?",Part IV Line 14b,1,
2013,/Return/ReturnData/IRS990/ContriRptFundraisingEventAmt,USAmountType,"Contributions reported from fundraising events on line 1c, Line 8a underline",Part VIII Line 8a,0,
2013,/Return/ReturnData/IRS990/PoliciesReferenceChaptersInd,BooleanType,Policies reference chapters?,Part VI Section B Line 10b,0,
2013,/Return/ReturnData/IRS990/InsuranceGrp,Form990PartIXGroup2Type,Insurance,Part IX Line 23,0,
2013,/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/KeyEmployeeInd,CheckboxType,Key Employee,Part VII Section A Line 1a C,0,
2013,/Return/ReturnData/IRS990/AllOtherContributionsAmt,USAmountType,"All other contributions, gifts, grants, and similar amounts not included in above",Part VIII Line 1f,0,
2013,/Return/ReturnData/IRS990/CYRevenuesLessExpensesAmt,USAmountType,Revenues less expenses - current year,Part I Line 19,1,
2013,/Return/ReturnData/IRS990/Form1098CFiledInd,BooleanType,Form 1098-C filed?,Part V Line 7h,0,
2013,/Return/ReturnData/IRS990/OrgDoesNotFollowSFAS117Ind,CheckboxType,"Organizations that do not follow SFAS 117, check here",Part X,0,
2013,/Return/ReturnData/IRS990/CompensationProcessCEOInd,BooleanType,Compensation process CEO?,Part VI Section B Line 15a,0,
2013,/Return/ReturnData/IRS990/MissionDesc,ShortExplanationType,Mission description,Part III Line 1,0,
2013,/Return/ReturnData/IRS990/CashNonInterestBearingGrp/BOYAmt,USAmountType,Beginnning of year,Part X Column (A),0,
2013,/Return/ReturnData/IRS990/Organization501cInd,CheckboxType,Indicates a 501(c) organization,I,,
2013,/Return/ReturnData/IRS990/MoreThan5000KToOrgInd,BooleanType,"More than $5000 to organizations Part IX, line 3?",Part IV Line 15,1,
2013,/Return/ReturnData/IRS990/InvestmentInJointVentureInd,BooleanType,Investment in joint venture?,Part VI Section B Line 16a,1,
2013,/Return/ReturnData/IRS990/BooksInCareOfDetail/PhoneNum,PhoneNumberType,Telephone number,Part VI Section C Line 20,,
2013,/Return/ReturnData/IRS990/IRPDocumentCnt,CountType,Number forms transmitted with 1096,Part V Line 1a,1,
2013,/Return/ReturnData/IRS990/TotalAssetsEOYAmt,USAmountType,"Total Assets, EOY",Part I Line 20,1,
2013,/Return/ReturnData/IRS990/GrantAmt,USAmountType,Grants,Part III Line 4a,0,
2013,/Return/ReturnData/IRS990/InvestmentsOtherSecuritiesGrp/BOYAmt,USAmountType,Beginnning of year,Part X Column (A),0,
2013,/Return/ReturnData/IRS990/CYOtherExpensesAmt,USAmountType,Other expenses - current year,Part I Line 17,1,
2013,/Return/ReturnData/IRS990/MembersOrStockholdersInd,BooleanType,Members or stockholders?,Part VI Section A Line 6,1,
2013,/Return/ReturnData/IRS990/DelegationOfMgmtDutiesInd,BooleanType,Delegation of management duties?,Part VI Section A Line 3,1,
2013,/Return/ReturnData/IRS990/CYContributionsGrantsAmt,USAmountType,Contributions and grants - current year,Part I Line 8,1,
2013,/Return/ReturnData/IRS990/NetAssetsOrFundBalancesBOYAmt,USAmountType,"Net Assets or Fund Balances, BOY",Part I Line 22,0,
2013,/Return/ReturnData/IRS990/TypeOfOrganizationOtherInd,CheckboxType,Type of organization - other,K,0,
2013,/Return/ReturnData/IRS990/TotalLiabilitiesGrp/EOYAmt,USAmountType,Ending of year,Part X Column (B),1,
2013,/Return/ReturnData/IRS990/NetUnrelatedBusTxblIncmAmt,USAmountType,Net unrelated business taxable income,Part I Line 7b,0,
2013,/Return/ReturnData/IRS990/ExcessBusinessHoldingsInd,BooleanType,Excess business holdings?,Part V Line 8,0,
2013,/Return/ReturnData/IRS990/TotalLiabilitiesBOYAmt,USAmountType,"Total Liabilities, BOY",Part I Line 21,0,
2013,/Return/ReturnData/IRS990/PermanentlyRstrNetAssetsGrp/EOYAmt,USAmountType,Ending of year,Part X Column (B),0,
2013,/Return/ReturnData/IRS990/OperateHospitalInd,BooleanType,Hospital?,Part IV Line 20a,1,
2013,/Return/ReturnData/IRS990/GrantsToOrganizationsInd,BooleanType,Grants to organizations?,Part IV Line 21,1,
2013,/Return/ReturnData/IRS990/TotalOthProgramServiceRevGrp,Form990PartVIIIGroup3Type,Program service revenue: Enter miscellaneous description and entries,Part VIII Line 2f,0,
2013,/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/HighestCompensatedEmployeeInd,CheckboxType,Highest compensated employee,Part VII Section A Line 1a C,0,
2013,/Return/ReturnData/IRS990/OtherRevenueTotalAmt,USAmountType,Other miscellaneous revenue total,Part VIII Line 11e,0,
2013,/Return/ReturnData/IRS990/OtherLiabilitiesGrp/BOYAmt,USAmountType,Beginnning of year,Part X Column (A),0,
2013,/Return/ReturnData/IRS990/FSAuditedInd,BooleanType,Financial sheets audited?,Part XII Line 2b,1,
2013,/Return/ReturnData/IRS990/NetRentalIncomeOrLossGrp,Form990PartVIIIGroup3Type,"Other revenue, net rental income or loss",Part VIII Line 6d,0,
2013,/Return/ReturnData/IRS990/OtherEmployeeBenefitsGrp,Form990PartIXGroup2Type,Other employee benefits,Part IX Line 9,0,
2013,/Return/ReturnData/IRS990/TaxableDistributionsInd,BooleanType,Taxable distributions?,Part V Line 9a,0,
2013,/Return/ReturnData/IRS990/OccupancyGrp,Form990PartIXGroup2Type,Occupancy,Part IX Line 16,0,
2013,/Return/ReturnData/IRS990/CYTotalFundraisingExpenseAmt,USAmountType,Total fundraising expense - current year,Part I Line 16b,1,
2013,/Return/ReturnData/IRS990/ForeignAddress,ForeignAddressType,Address of principal officer - Foreign,F,,
2013,/Return/ReturnData/IRS990/CYInvestmentIncomeAmt,USAmountType,Investment income - current year,Part I Line 10,1,
2013,/Return/ReturnData/IRS990/AccountsPayableAccrExpnssGrp/BOYAmt,USAmountType,Beginnning of year,Part X Column (A),0,
2013,/Return/ReturnData/IRS990/AllOtherExpensesGrp,Form990PartIXGroup2Type,All other expenses,Part IX Line 24e,0,
2013,/Return/ReturnData/IRS990/LandBldgEquipAccumDeprecAmt,USAmountType,Less: accumulated depreciation,Part X Line 10b,0,
2013,/Return/ReturnData/IRS990/ContractorCompensationGrp/ContractorName/PersonNm,PersonNameType,Name - Person,Part VII Section B Line 1(A),,
2013,/Return/ReturnData/IRS990/AcctCompileOrReviewBasisGrp/SeparateBasisFinclStmtInd,CheckboxType,Financial statement issued on separate basis,Part XII Lines 2a and 2b,,
2013,/Return/ReturnData/IRS990/InterestGrp,Form990PartIXGroup2Type,Interest,Part IX Line 20,0,
2013,/Return/ReturnData/IRS990/ReservesMaintainedAmt,USAmountType,Reserves maintained amount,Part V Line 13c,0,
2013,/Return/ReturnData/IRS990/MethodOfAccountingOtherInd,CheckboxType,Method of accounting - Other,Part XII Line 1,,
2013,/Return/ReturnData/IRS990/UnsecuredNotesLoansPayableGrp/EOYAmt,USAmountType,Ending of year,Part X Column (B),0,
2013,/Return/ReturnData/IRS990/ConflictOfInterestPolicyInd,BooleanType,Conflict of interest policy?,Part VI Section B Line 12a,1,
2013,/Return/ReturnData/IRS990/BooksInCareOfDetail/USAddress,USAddressType,Address - US,Part VI Section C Line 20,,
2013,/Return/ReturnData/IRS990/FinalReturnInd,CheckboxType,Indicates this return is a terminated return,B,0,
2013,/Return/ReturnData/IRS990/InvestmentIncomeGrp,Form990PartVIIIGroup3Type,Investment income,Part VIII Line 3,0,
2013,/Return/ReturnData/IRS990/EngagedInExcessBenefitTransInd,BooleanType,Excess benefit transaction?,Part IV Line 25a,0,
2013,/Return/ReturnData/IRS990/UnrelatedBusIncmOverLimitInd,BooleanType,Unrelated business income?,Part V Line 3a,1,
2013,/Return/ReturnData/IRS990/InvestmentsPubTradedSecGrp/EOYAmt,USAmountType,Ending of year,Part X Column (B),0,
2013,/Return/ReturnData/IRS990/TotalProgramServiceExpensesAmt,USAmountType,Total program service expense,Part III Line 4e,0,
2013,/Return/ReturnData/IRS990/TotalRevenueGrp/ExclusionAmt,USAmountType,"Excluded by section 512, 513, or 514: amount",Part VIII Column (D),0,
2013,/Return/ReturnData/IRS990/GoverningBodyVotingMembersCnt,CountType,Number of voting governing body members,Part VI Section A Line 1a,1,
2013,/Return/ReturnData/IRS990/Form990TFiledInd,BooleanType,Form 990-T filed?,Part V Line 3b,0,
2013,/Return/ReturnData/IRS990/ElectionOfBoardMembersInd,BooleanType,election of board members?,Part VI Section A Line 7a,1,
2013,/Return/ReturnData/IRS990/SpecialConditionDesc,TextType,Special condition description,,0,unbounded
2013,/Return/ReturnData/IRS990/InfoInScheduleOPartXIInd,CheckboxType,Schedule O contains a response to a question in Part XI,Part XI,0,
2013,/Return/ReturnData/IRS990/IRPDocumentW2GCnt,CountType,Number W-2Gs included in 1a,Part V Line 1b,1,
2013,/Return/ReturnData/IRS990/InventoriesForSaleOrUseGrp/BOYAmt,USAmountType,Beginnning of year,Part X Column (A),0,
2013,/Return/ReturnData/IRS990/LessRentalExpensesGrp/PersonalAmt,USAmountType,Amount,Part VIII Column (ii),0,
2013,/Return/ReturnData/IRS990/MinutesOfCommitteesInd,BooleanType,Minutes of committees?,Part VI Section A Line 8b,0,
2013,/Return/ReturnData/IRS990/Organization501c3Ind,CheckboxType,Indicates a 501(c)(3) organization,I,,
2013,/Return/ReturnData/IRS990/TaxExemptBondsInd,BooleanType,Tax exempt bonds?,Part IV Line 24a,1,
2013,/Return/ReturnData/IRS990/ConferencesMeetingsGrp,Form990PartIXGroup2Type,"Conferences, conventions and meetings",Part IX Line 19,0,
2013,/Return/ReturnData/IRS990/RegularMonitoringEnfrcInd,BooleanType,Regular monitoring and enforcement?,Part VI Section B Line 12c,0,
2013,/Return/ReturnData/IRS990/ContractorCompensationGrp/ContractorAddress/USAddress,USAddressType,Address - US,Part VII Section B Line 1(A),,
2013,/Return/ReturnData/IRS990/CompensationProcessOtherInd,BooleanType,Compensation process other?,Part VI Section B Line 15b,0,
2013,/Return/ReturnData/IRS990/InvestmentsProgramRelatedGrp/EOYAmt,USAmountType,Ending of year,Part X Column (B),0,
2013,/Return/ReturnData/IRS990/PYOtherRevenueAmt,USAmountType,Other revenue - prior year,Part I Line 11,0,
2013,/Return/ReturnData/IRS990/ConsolidatedAuditFinclStmtInd,BooleanType,Consolidated audited financial statement?,Part IV Line 12b,1,
2013,/Return/ReturnData/IRS990/TaxExemptBondLiabilitiesGrp/EOYAmt,USAmountType,Ending of year,Part X Column (B),0,
2013,/Return/ReturnData/IRS990/TotalAssetsBOYAmt,USAmountType,"Total Assets, BOY",Part I Line 20,0,
2013,/Return/ReturnData/IRS990/PoliticalCampaignActyInd,BooleanType,Political activities?,Part IV Line 3,1,
2013,/Return/ReturnData/IRS990/BusinessRlnWithOrgMemInd,BooleanType,Business relationship with organization?,Part IV Line 28a,1,
2013,/Return/ReturnData/IRS990/ForeignGrantsGrp,Form990PartIXGroup1Type,"Grants and other assistance to governments, organizations and individuals outside the U.S.",Part IX Line 3,0,
2013,/Return/ReturnData/IRS990/FeesForServicesProfFundraising/TotalAmt,USAmountType,Total,col (A),0,
2013,/Return/ReturnData/IRS990/PaymentsToAffiliatesGrp,Form990PartIXGroup2Type,Payments to affiliates,Part IX Line 21,0,
2013,/Return/ReturnData/IRS990/InitialReturnInd,CheckboxType,Indicates this is an initial return,B,0,
2013,/Return/ReturnData/IRS990/GrantsToDomesticIndividualsGrp,Form990PartIXGroup1Type,"Grants and other assistance to individuals in the U.S. Complete Parts II and III of Schedule I if total exceeds $5,000",Part IX Line 2,0,
2013,/Return/ReturnData/IRS990/NetUnrlzdGainsLossesInvstAmt,USAmountType,Net unrealized gains (losses) on investments,Part XI Line 5,0,
2013,/Return/ReturnData/IRS990/OtherLiabilitiesGrp/EOYAmt,USAmountType,Ending of year,Part X Column (B),0,
2013,/Return/ReturnData/IRS990/CYGrantsAndSimilarPaidAmt,USAmountType,Grants and similar amounts - current year,Part I Line 13,1,
2013,/Return/ReturnData/IRS990/PYSalariesCompEmpBnftPaidAmt,USAmountType,"Salaries, etc - prior year",Part I Line 15,0,
2013,/Return/ReturnData/IRS990/LandBldgEquipBasisNetGrp/BOYAmt,USAmountType,Beginnning of year,Part X Column (A),0,
2013,/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/IndividualTrusteeOrDirectorInd,CheckboxType,Individual trustee or director,Part VII Section A Line 1a C,0,
2013,/Return/ReturnData/IRS990/FederalGrantAuditPerformedInd,BooleanType,Federal grant audit performed?,Part XII Line 3b,0,
2013,/Return/ReturnData/IRS990/Organization4947a1NotPFInd,CheckboxType,Indicates a 4947(a)(1) organization,I,,
2013,/Return/ReturnData/IRS990/InfoInScheduleOPartXInd,CheckboxType,Schedule O contains a response to a question in Part X,Part X,0,
2013,/Return/ReturnData/IRS990/CYTotalExpensesAmt,USAmountType,Total Expenses - current year ,Part I Line 18,1,
2013,/Return/ReturnData/IRS990/DonorAdvisedFundInd,BooleanType,Donor advised funds?,Part IV Line 6,1,
2013,/Return/ReturnData/IRS990/PymtTravelEntrtnmntPubOfclGrp,Form990PartIXGroup2Type,"Payments of travel or entertainment expenses for any Federal, state or local public officials",Part IX Line 18,0,
2013,/Return/ReturnData/IRS990/FSAuditedBasisGrp/ConsolidatedBasisFinclStmtInd,CheckboxType,Financial statement issued on consolidated basis,Part XII Lines 2a and 2b,,
2013,/Return/ReturnData/IRS990/Form990PartVIISectionAGrp/ReportableCompFromOrgAmt,USAmountType,Reportable compensation from organization,Part VII Section A Line 1a D,0,
2013,/Return/ReturnData/IRS990/StateRequiredReservesAmt,USAmountType,State required reserves amount,Part V Line 13b,0,
2013,/Return/ReturnData/IRS990/GrantsPayableGrp/BOYAmt,USAmountType,Beginnning of year,Part X Column (A),0,
2013,/Return/ReturnData/IRS990/DonatedServicesAndUseFcltsAmt,USAmountType,Donated services and use of facilities,Part XI Line 6,0,
2013,/Return/ReturnData/IRS990/BackupWthldComplianceInd,BooleanType,Compliance with backup witholding?,Part V Line 1c,0,
2013,/Return/ReturnData/IRS990/ForeignOfficeInd,BooleanType,Foreign office?,Part IV Line 14a,1,
2013,/Return/ReturnData/IRS990/Form720FiledInd,BooleanType,Form 720 filed and taxes paid on indoor tanning services?,Part V Line 14b,0,
2013,/Return/ReturnData/IRS990/TotalGrossUBIAmt,USAmountType,Total gross UBI,Part I Line 7a,1,
2013,/Return/ReturnData/IRS990/OtherExpensesGrp/Desc,LineExplanationType,Description,,0,
2013,/Return/ReturnData/IRS990/AccountsPayableAccrExpnssGrp/EOYAmt,USAmountType,Ending of year,Part X Column (B),0,
2013,/Return/ReturnData/IRS990/AuditedFinancialStmtAttInd,BooleanType,Audited financial statement attached?,Part IV Line 20b,0,
2013,/Return/ReturnData/IRS990/TemporarilyRstrNetAssetsGrp/EOYAmt,USAmountType,Ending of year,Part X Column (B),0,
2013,/Return/ReturnData/IRS990/CompDisqualPersonsGrp,Form990PartIXGroup2Type,Compensation and other distributions not included above to disqualified persons ,Part IX Line 6,0,
2013,/Return/ReturnData/IRS990/PdInCapSrplsLandBldgEqpFundGrp/EOYAmt,USAmountType,Ending of year,Part X Column (B),0,
2013,/Return/ReturnData/IRS990/InfoInScheduleOPartIIIInd,CheckboxType,Schedule O contains a response to a question in Part III,Part III,0,
2013,/Return/ReturnData/IRS990/ReportOtherAssetsInd,BooleanType,Balance sheet other assets amounts reported?,Part IV Line 11d,1,
2013,/Return/ReturnData/IRS990/PdInCapSrplsLandBldgEqpFundGrp/BOYAmt,USAmountType,Beginnning of year,Part X Column (A),0,
2013,/Return/ReturnData/IRS990/FeesForServicesLegalGrp,Form990PartIXGroup2Type,Fees for services (non-employees): Legal,Part IX Line 11b,0,
2013,/Return/ReturnData/IRS990/OnBehalfOfIssuerInd,BooleanType,On behalf of issuer?,Part IV Line 24d,0,
2013,/Return/ReturnData/IRS990/MaterialDiversionOrMisuseInd,BooleanType,Material diversion or misuse?,Part VI Section A Line 5,1,
2013,/Return/ReturnData/IRS990/OtherSourcesGrossIncomeAmt,USAmountType,"Gross income, other sources",Part V Line 11b,0,
2013,/Return/ReturnData/IRS990/TotalLiabilitiesGrp/BOYAmt,USAmountType,Beginnning of year,Part X Column (A),1,
2013,/Return/ReturnData/IRS990/PriorPeriodAdjustmentsAmt,USAmountType,Prior period adjustments,Part XI Line 8,0,
2013,/Return/ReturnData/IRS990/IndivRcvdGreaterThan100KCnt,CountType,Number individuals greater than $100K,Part VII Section A Line 2,0,
2013,/Return/ReturnData/IRS990/StatesWhereCopyOfReturnIsFldCd,StateType,States where return filed,Part VI Section C Line 17,0,60
2013,/Return/ReturnData/IRS990/FamilyOrBusinessRlnInd,BooleanType,Family or business relationship?,Part VI Section A Line 2,1,
2013,/Return/ReturnData/IRS990/SchoolOperatingInd,BooleanType,School?,Part IV Line 13,1,
2013,/Return/ReturnData/IRS990/CreditCounselingInd,BooleanType,Credit counseling?,Part IV Line 9,1,
2013,/Return/ReturnData/IRS990/Form8282PropertyDisposedOfInd,BooleanType,Form 8282 property disposed of?,Part V Line 7c,0,
2013,/Return/ReturnData/IRS990/FeesForServicesAccountingGrp,Form990PartIXGroup2Type,Fees for services (non-employees): accounting,Part IX Line 11c,0,
2013,/Return/ReturnData/IRS990/AddressChangeInd,CheckboxType,Indicates this return has an address change,B,0,
2013,/Return/ReturnData/IRS990/UnrestrictedNetAssetsGrp/EOYAmt,USAmountType,Ending of year,Part X Column (B),0,
2013,/Return/ReturnData/IRS990/TotalRevenueGrp/RelatedOrExemptFuncIncomeAmt,USAmountType,Related or exempt function revenue,Part VIII Column (B),0,
2013,/Return/ReturnData/IRS990/InventoriesForSaleOrUseGrp/EOYAmt,USAmountType,Ending of year,Part X Column (B),0,
2013,/Return/ReturnData/IRS990/TotalProgramServiceRevenueAmt,USAmountType,Program service revenue total,Part VIII Line 2g,0,
2013,/Return/ReturnData/IRS990/CompensationFromOtherSrcsInd,BooleanType,Compensation from other sources?,Part VII Section A Line 5,1,
2013,/Return/ReturnData/IRS990/AdvertisingGrp,Form990PartIXGroup2Type,Advertising,Part IX Line 12,0,
2013,/Return/ReturnData/IRS990/PayrollTaxesGrp,Form990PartIXGroup2Type,Payroll taxes,Part IX Line 10,0,
2013,/Return/ReturnData/IRS990/PledgesAndGrantsReceivableGrp/EOYAmt,USAmountType,Ending of year,Part X Column (B),0,
2013,/Return/ReturnData/IRS990/RelatedEntityInd,BooleanType,Related entity?,Part IV Line 34,1,
2013,/Return/ReturnData/IRS990/InvestTaxExemptBondsInd,BooleanType,Investment income?,Part IV Line 24b,0,
2013,/Return/ReturnData/IRS990/LegalDomicileCountryCd,CountryType,Country of legal domicile,M,,
2013,/Return/ReturnData/IRS990/GrossAmountSalesAssetsGrp/OtherAmt,USAmountType,Other amount,Part VIII Column (ii),0,
2013,/Return/ReturnData/IRS990/FormerOfcrEmployeesListedInd,BooleanType,Formers listed in 1a?,Part VII Section A Line 3,1,
2013,/Return/ReturnData/IRS990/TotalRevenueGrp/UnrelatedBusinessRevenueAmt,USAmountType,Unrelated business revenue,Part VIII Column (C),0,
2013,/Return/ReturnData/IRS990/TotalOtherCompensationAmt,USAmountType,"Total, column F",Part VII Section A Line 1d F,0,
2013,/Return/ReturnData/IRS990/ProfessionalFundraisingInd,BooleanType,Professional fundraising?,Part IV Line 17,1,
2013,/Return/ReturnData/IRS990/IntangibleAssetsGrp/EOYAmt,USAmountType,Ending of year,Part X Column (B),0,
2013,/Return/ReturnData/IRS990/IndependentVotingMemberCnt,CountType,Number of independent voting members,Part VI Section A Line 1b,1,
2013,/Return/ReturnData/IRS990/JointCostsInd,CheckboxType,Joint costs?,Part IX Line 26,0,
2013,/Return/ReturnData/IRS990/GrossReceiptsAmt,USAmountNNType,Gross receipts,G,1,
2013,/Return/ReturnData/IRS990/TotalCompGreaterThan150KInd,BooleanType,"Line1a, total greater than $150K?",Part VII Section A Line 4,1,
2013,/Return/ReturnData/IRS990/TotLiabNetAssetsFundBalanceGrp/BOYAmt,USAmountType,Beginnning of year,Part X Column (A),1,
2013,/Return/ReturnData/IRS990/TotalFunctionalExpensesGrp/ProgramServicesAmt,USAmountType,Program services,col (B),0,
2013,/Return/ReturnData/IRS990/RcvblFromDisqualifiedPrsnGrp/EOYAmt,USAmountType,Ending of year,Part X Column (B),0,
2013,/Return/ReturnData/IRS990/AcctCompileOrReviewBasisGrp/ConsolAndSepBasisFinclStmtInd,CheckboxType,Financial statement issued on consolidated and separate basis,Part XII Lines 2a and 2b,,
2013,/Return/ReturnData/IRS990/AccountsReceivableGrp/EOYAmt,USAmountType,Ending of year,Part X Column (B),0,
2013,/Return/ReturnData/IRS990/ContractorCompensationGrp/ContractorAddress/ForeignAddress,ForeignAddressType,Address - Foreign,Part VII Section B Line 1(A),,
2013,/Return/ReturnData/IRS990/TaxExemptBondLiabilitiesGrp/BOYAmt,USAmountType,Beginnning of year,Part X Column (A),0,
2013,/Return/ReturnData/IRS990/PledgesAndGrantsReceivableGrp/BOYAmt,USAmountType,Beginnning of year,Part X Column (A),0,
2013,/Return/ReturnData/IRS990/PYGrantsAndSimilarPaidAmt,USAmountType,Grants and similar amounts - prior year,Part I Line 13,0,
2013,/Return/ReturnData/IRS990/TotalVolunteersCnt,IntegerNNType,Total number volunteers,Part I Line 6,0,
2013,/Return/ReturnData/IRS990/Form990ProvidedToGvrnBodyInd,BooleanType,Form 990 provided to governing body?,Part VI Section B Line 11,1,
2013,/Return/ReturnData/IRS990/LoansFromOfficersDirectorsGrp/EOYAmt,USAmountType,Ending of year,Part X Column (B),0,
2013,/Return/ReturnData/IRS990/GamingActivitiesInd,BooleanType,Gaming?,Part IV Line 19,1,
2013,/Return/ReturnData/IRS990/EscrowAccountInd,BooleanType,Escrow account?,Part IV Line 24c,0,
2013,/Return/ReturnData/IRS990/ConservationEasementsInd,BooleanType,Conservation easements?,Part IV Line 7,1,
2013,/Return/ReturnData/IRS990/LoansFromOfficersDirectorsGrp/BOYAmt,USAmountType,Beginnning of year,Part X Column (A),0,
2013,/Return/ReturnData/IRS990/FeesForServicesProfFundraising/FundraisingAmt,USAmountType,Fundraising,col (D),0,
2013,/Return/ReturnData/IRS990/GrossRentsGrp/PersonalAmt,USAmountType,Amount,Part VIII Column (ii),0,
2013,/Return/ReturnData/IRS990/InvestmentsOtherSecuritiesGrp/EOYAmt,USAmountType,Ending of year,Part X Column (B),0,
2013,/Return/ReturnData/IRS990/ContractorCompensationGrp/CompensationAmt,USAmountType,Compensation,Part VII Section B Line 1(C),0,
2013,/Return/ReturnData/IRS990/ActivitiesConductedPrtshpInd,BooleanType,Activities conducted thru partnership?,Part IV Line 37,1,
2013,/Return/ReturnData/IRS990/OtherRevenueMiscGrp/Desc,LineExplanationType,Description,,0,
2013,/Return/ReturnData/IRS990/BooksInCareOfDetail/PersonNm,PersonNameType,Name - Person,Part VI Section C Line 20,,
2013,/Return/ReturnData/IRS990/IndoorTanningServicesInd,BooleanType,Payments received for indoor tanning services?,Part V Line 14a,,
2013,/Return/ReturnData/IRS990/ProgSrvcAccomActyOtherGrp/RevenueAmt,USAmountType,Revenue,Part III,0,
2013,/Return/ReturnData/IRS990/PrincipalOfcrBusinessAddress,BusinessNameType,Name of principal officer - Business,F,,
2013,/Return/ReturnData/IRS990/GrantsPayableGrp/EOYAmt,USAmountType,Ending of year,Part X Column (B),0,
2013,/Return/ReturnData/IRS990/GroupExemptionNum,StringType,Group exemption number,H(c),0,
2013,/Return/ReturnData/IRS990/PYTotalRevenueAmt,USAmountType,Total revenue - prior year,Part I Line 12,0,
2013,/Return/ReturnData/IRS990/TaxablePartyNotificationInd,BooleanType,Taxable party notification?,Part V Line 5b,1,
2013,/Return/ReturnData/IRS990/Desc,ExplanationType,Description,Part III Line 4a,1,
2013,/Return/ReturnData/IRS990/DoingBusinessAsName,BusinessNameType,Doing business as,C,0,
2013,/Return/ReturnData/IRS990/ProgSrvcAccomActy3Grp/ActivityCd,IntegerNNType,Activity code,Part III,0,
2013,/Return/ReturnData/IRS990/LessRentalExpensesGrp/RealAmt,USAmountType,Real amount,Part VIII Column (i),0,
2013,/Return/ReturnData/IRS990/GrossSalesOfInventoryAmt,USAmountType,"Gross sales of inventory, less returns and allowances",Part VIII Line 10a,0,
2013,/Return/ReturnData/IRS990/ForeignFinancialAccountInd,BooleanType,Foreign financial account?,Part V Line 4a,1,
